Studio,Time,Classes,Instructor,Sign up,Date,Style
Ballet Arts,09:00:00,Pilates / Stretch,Charmaine Trotman-Shumantov,none,2024-04-06,Additional Disciplines
Peridance,09:00:00,Open Ballet,Bivi Kimura,none,2024-04-06,Ballet
Steps,09:30:00,Adv/Beg Ballet,Linda Celeste Sims,none,2024-04-06,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-06,Ballet
Ailey,10:00:00,Abs Beg Ballet,Dawn Hillen,none,2024-04-06,Ballet
Mark Morris,10:00:00,Beg Ballet,Cara Surico,none,2024-04-06,Ballet
Ailey,10:00:00,Masala Bhangra,Sarina Jain,none,2024-04-06,World
Gibney,10:30:00,Gaga/People At 280,Doron Perk,none,2024-04-06,Contemporary/Modern
Steps,10:30:00,Int/Adv Jazz Technique,Camden Loeser,none,2024-04-06,Jazz
Peridance,10:30:00,Int Ballet,Graciela Kozak,none,2024-04-06,Ballet
Gibney,10:30:00,Beg Simonson,Teresa Perez Ceccon,none,2024-04-06,Additional Disciplines
Gibney,10:30:00,Int/Adv Beg Ballet,Kat Wildish,none,2024-04-06,Ballet
Peridance,10:30:00,Beg Contemp,Bo Kyung Lee,none,2024-04-06,Contemporary/Modern
Ballet Arts,11:00:00,Int Ballet,Simon Kazantsev,none,2024-04-06,Ballet
Steps,11:00:00,Int Tap,Kat Ponza,none,2024-04-06,Tap
Steps,11:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-04-06,Ballet
BAE,11:00:00,Beg Ballet,Ginger Thatcher (11),none,2024-04-06,Ballet
Ailey,11:15:00,Zumba Fitness,Carlos Chavez (1),none,2024-04-06,Additional Disciplines
SassClass,11:30:00,Reggaeton,Valeria,none,2024-04-06,World
BDC,11:30:00,Adv Beg Tap,Yuka Kameda,none,2024-04-06,Tap
SassClass,11:30:00,Empowered Expression,Brynlie,none,2024-04-06,Contemporary/Modern
Steps,11:30:00,Adv/Int Ballet,Jessica Saund,none,2024-04-06,Ballet
Steps,11:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-04-06,Ballet
Peridance,12:00:00,Int Ballet,François Perron,none,2024-04-06,Ballet
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,none,2024-04-06,Jazz
Peridance,12:00:00,Intro & Beg Salsa Partnering,Baila Society,none,2024-04-06,World
BDC,12:00:00,Basic Ballet,Jessica Epting,none,2024-04-06,Ballet
Gibney,12:00:00,Pointe,Kat Wildish,none,2024-04-06,Ballet
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Cancelled Today,none,2024-04-06,Additional Disciplines
Peridance,12:00:00,Beg House,Huu Rock,none,2024-04-06,Street/Choreography
Cumbe,12:00:00,Dunham Informed Found Technique Class,KD,none,2024-04-06,Contemporary/Modern
Gibney,12:00:00,Countertechnique,Madison Elliott,none,2024-04-06,Additional Disciplines
ILD NYC,12:00:00,One Spark | Twice Part 1,Eunice Shin,none,2024-04-06,Additional Disciplines
Steps,12:00:00,Basic Tap,Nicole Ohr,none,2024-04-06,Tap
Steps,12:15:00,Beg Jazz,Emily Bufferd,none,2024-04-06,Jazz
Mark Morris,12:15:00,Samba & Afro-Brazilian,Quenia *Ribeiro,none,2024-04-06,World
Mark Morris,12:15:00,Beg Contemp,Andrea *Murillo,none,2024-04-06,Contemporary/Modern
Ailey,12:30:00,Beg Horton,Cheryl Rowley-Gaskins,none,2024-04-06,Contemporary/Modern
ILD Queens,12:30:00,Plot Twist | Tws Part 1,Fernando Farias,none,2024-04-06,Additional Disciplines
Ballet Arts,12:30:00,Adv Beg Ballet,Noriko Hara,none,2024-04-06,Ballet
Peridance,12:30:00,Open Afrobeats,Djoniba Mouflet,none,2024-04-06,World
BAE,12:30:00,Intro To Ballet,Ginger Thatcher (12),none,2024-04-06,Ballet
SassClass,12:40:00,Sassy Jazz,Gabby (2),none,2024-04-06,Jazz
Steps,12:45:00,Beg Ballet,Temple Kemezis,none,2024-04-06,Ballet
Steps,12:45:00,Beg Tap,Yukari Ikegaya,none,2024-04-06,Tap
SassClass,12:45:00,Sexy Stilettos,Kiersten,none,2024-04-06,Street/Choreography
Steps,12:45:00,Adv/Beg Modern/Horton,JoLea Maffei,none,2024-04-06,Contemporary/Modern
PMT,13:00:00,Basic Hip Hop,Andy Needham,none,2024-04-06,Street/Choreography
PMT,13:00:00,Adv. Beg. Hip Hop,Mini Zhang,none,2024-04-06,Street/Choreography
Modega,13:00:00,Int./Adv. Choreo,Jason Diaz,https://sutrapro.com/,2024-04-06,Street/Choreography
