Studio,Start time,,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4991&classDate=5/1/2024&clsLoc=1,Advanced Ballet,Kelly *Slough (Mask Optional),none,Renee *Ong,2 hours
Mark Morris Dance,10:15 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5059&classDate=5/1/2024&clsLoc=1,Cunningham Technique Open Class,Rotating *Cunningham Faculty (Mask Optional),none,Paula Jeanine *Bennett,1 hour &30 minutes
Mark Morris Dance,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=158&classId=5728&classDate=5/1/2024&clsLoc=1,Pro-Series,Mame Diarra Speis *Urban Bush Women Co-Artistic Director,none,none,2 hours
Mark Morris Dance,12:10 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4934&classDate=5/1/2024&clsLoc=1,Contemporary: Simonson Technique,Laurie *De Vito (Masks Optional),none,none,1 hour &50 minutes
Mark Morris Dance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5632&classDate=5/1/2024&clsLoc=1,Intermediate Contemporary,Elena *Vazintaris,none,none,1 hour &30 minutes
Mark Morris Dance,6:30 pm EDT,none,Intermediate West African,Cancelled Today,none,none,1 hour &30 minutes
Mark Morris Dance,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5277&classDate=5/1/2024&clsLoc=1,Intermediate Tap,Ja'Bowen *Dixon (Mask Optional),none,none,1 hour &30 minutes
Mark Morris Dance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5532&classDate=5/1/2024&clsLoc=1,Beginner Hip-Hop,Breanna *Myers (Masks Optional) (7),none,none,1 hour &30 minutes
Mark Morris Dance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5531&classDate=5/1/2024&clsLoc=1,Gaga/people,Gaga *Faculty (Masks Optional),none,none,1 hour
