Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9476&classDate=4/5/2024&clsLoc=1,In-StudioNJ: EENIE MEENIE | CHUNG HA (Part 1),Winnie Chung,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9496&classDate=4/5/2024&clsLoc=1,In-StudioNJ: ONE SPARK | TWICE (Part 1),Maylin Ramos,Fort Lee Studio 1,1 hour &20 minutes
