Studio,Time,Classes,Instructor,Sign up,Date,Style
Ballet Arts,09:00:00,Pilates / Stretch,Charmaine Trotman-Shumantov,none,2023-11-25,Additional Disciplines
Ailey,10:00:00,Masala Bhangra,Sarina Jain,none,2023-11-25,World
Ailey,10:00:00,Abs Beg Ballet,Sean Kelly (1),none,2023-11-25,Ballet
BDC,10:30:00,Adv Beg Ballet,Sarah Simon Wolff,none,2023-11-25,Ballet
BDC,11:00:00,Adv Beg Theater,Natalie Malotke,none,2023-11-25,Theater
BDC,11:00:00,Beg Jazz,Sheila Barker,none,2023-11-25,Jazz
Ballet Arts,11:00:00,Int Ballet,Karin Averty (1),none,2023-11-25,Ballet
BDC,11:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2023-11-25,Contemporary/Modern
Ailey,11:15:00,Zumba Fitness,Carlos Chavez (2),none,2023-11-25,Additional Disciplines
BDC,12:00:00,Beg Tap,Canceled Today,none,2023-11-25,Tap
BDC,12:00:00,Basic Ballet,Jessica Epting,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18539&classDate=11/25/2023&clsLoc=1,2023-11-25,Ballet
Ailey,12:30:00,Beg Horton,Cheryl Rowley-Gaskins,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824737&classDate=11/25/2023&clsLoc=1,2023-11-25,Contemporary/Modern
BDC,12:30:00,Int Adv Jazz Technique,Harry Francis,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18604&classDate=11/25/2023&clsLoc=1,2023-11-25,Jazz
PJM,12:30:00,Open Kpop,Joy,none,2023-11-25,Additional Disciplines
BDC,12:30:00,Int Adv Contemp,Vivake Khamsingsavath,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18722&classDate=11/25/2023&clsLoc=1,2023-11-25,Contemporary/Modern
Ballet Arts,12:30:00,Adv Beg Ballet,Noriko Hara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2216&classDate=11/25/2023&clsLoc=1,2023-11-25,Ballet
BDC,12:30:00,Int Theater,Marc Kimelman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18619&classDate=11/25/2023&clsLoc=1,2023-11-25,Theater
Modega,13:00:00,Int./Adv. Choreo,Jason Diaz,https://sutrapro.com/modega/checkout/4jjsvNtlEwE60UVGwQyv,2023-11-25,Street/Choreography
BDC,13:30:00,Adv Beg Tap,Sheila Pomroy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18723&classDate=11/25/2023&clsLoc=1,2023-11-25,Tap
PJM,14:00:00,Beg Comm Jazz,Kim Ross,none,2023-11-25,Jazz
BDC,14:00:00,Adv Beg Theater,Brandon Kelly,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18658&classDate=11/25/2023&clsLoc=1,2023-11-25,Theater
Ailey,14:00:00,Beg Hip-Hop,Yancy Greene (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824732&classDate=11/25/2023&clsLoc=1,2023-11-25,Street/Choreography
BDC,14:00:00,Int Contemp Jazz,Mike Esperanza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18627&classDate=11/25/2023&clsLoc=1,2023-11-25,Contemporary/Modern
BDC,14:00:00,Stretch & Strengthen,Alyssa Click,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18624&classDate=11/25/2023&clsLoc=1,2023-11-25,Additional Disciplines
BDC,14:00:00,Adv Beg Jazz Fusion,Michelle Barber,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18126&classDate=11/25/2023&clsLoc=1,2023-11-25,Street/Choreography
Ballet Arts,14:30:00,Open Level Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2365&classDate=11/25/2023&clsLoc=1,2023-11-25,Ballet
