Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8194&classDate=8/22/2023&clsLoc=1,In-StudioNJ: ETA | NewJeans (Part 4),MJ Choi,Fort Lee Studio 2,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=6586&classDate=8/22/2023&clsLoc=1,In-StudioNJ: Adv Beg Choreography,Alice Wu,Fort Lee Studio 1,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8210&classDate=8/22/2023&clsLoc=1,In-StudioNJ: Seven | Jung Kook (Part 4),Ying Dong,Fort Lee Studio 2,1 hour & 20 minutes
