Studio,Time,Classes,Instructor,Sign up,Date,Style
Steps,09:00:00,Int Ballet,Cave,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
BDC,09:00:00,Beg Contemp,Jenifer Dillow,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18466&classDate=9/28/2023&clsLoc=1,2023-09-28,Contemporary/Modern
BDC,09:00:00,Adv Beg Ballet,Luis Villar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18320&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
BDC,09:15:00,All Levels Pilates,Lauren Weinberg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18302&classDate=9/28/2023&clsLoc=1,2023-09-28,Additional Disciplines
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7977&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Peridance,09:30:00,Open Ballet,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6672&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
ILD NJ,09:30:00,Kpop Diet Dance,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=6771&classDate=9/28/2023&clsLoc=1,2023-09-28,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086997&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Gibney,10:00:00,Contemp Release,Maggie Joy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12880&classDate=9/28/2023&clsLoc=1,2023-09-28,Contemporary/Modern
BAE,10:00:00,Intro To Ballet,Stephanie Rae Williams (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7932&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2372&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6797&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Peridance,10:00:00,Int Contemp,Assaf Salhov,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6827&classDate=9/28/2023&clsLoc=1,2023-09-28,Contemporary/Modern
Gibney,10:00:00,Super Chill Ballet,Doron Perk,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12810&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5533&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Steps,10:00:00,Beg Jazz,Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087768&classDate=9/28/2023&clsLoc=1,2023-09-28,Jazz
Taylor School,10:00:00,Professional Level Taylor Modern,Winston Brown (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3563&classDate=9/28/2023&clsLoc=1,2023-09-28,Contemporary/Modern
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
Peridance,10:00:00,Open Dance Theater,Anabella Lenzu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6743&classDate=9/28/2023&clsLoc=1,2023-09-28,Theater
BDC,10:30:00,Beg Hip-Hop,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18309&classDate=9/28/2023&clsLoc=1,2023-09-28,Street/Choreography
BDC,10:30:00,Int Ballet,Jamie Salmon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18147&classDate=9/28/2023&clsLoc=1,2023-09-28,Ballet
