Studio,Time,Classes,Instructor,Sign up,Date,Style
Taylor School,09:00:00,Slow Flow Vinyasa Yoga,Erica Caruso,none,2024-04-25,Additional Disciplines
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-04-25,Ballet
BDC,09:00:00,Beg Contemp,Jenifer Dillow,none,2024-04-25,Contemporary/Modern
Steps,09:00:00,Int Ballet,Jen Kreichman (1),none,2024-04-25,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-04-25,Ballet
BDC,09:15:00,Moving Meditation,Alyssa Click (1),none,2024-04-25,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-04-25,Ballet
ILD NJ,09:30:00,Kpop Diet Dance,Cancelled Today,none,2024-04-25,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-25,Ballet
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-04-25,Ballet
Steps,10:00:00,Beg Jazz,Emily Bufferd,none,2024-04-25,Jazz
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-04-25,Ballet
Gibney,10:00:00,Super Chill Ballet,Doron Perk,none,2024-04-25,Ballet
BAE,10:00:00,Intro To Ballet,Ginger Thatcher (4),none,2024-04-25,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-04-25,Ballet
Ballet Arts,10:00:00,Open Level Ballet,John H Pickup (1),none,2024-04-25,Ballet
Peridance,10:00:00,Int Graham,Caterina Rago,none,2024-04-25,Contemporary/Modern
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,none,2024-04-25,Ballet
Gibney,10:00:00,Contemp Release,Wesley Ensminger,none,2024-04-25,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Joao Carvalho (4),none,2024-04-25,Contemporary/Modern
BDC,10:30:00,Adv Beg Contemp,Lorena Cobos (2),none,2024-04-25,Contemporary/Modern
BDC,10:30:00,Basic Tap,Ali Dietz,none,2024-04-25,Tap
BDC,10:30:00,Basic Hip-Hop,Dr. Ew,none,2024-04-25,Street/Choreography
BDC,10:30:00,Int Ballet,Jamie Salmon,none,2024-04-25,Ballet
Steps,10:30:00,Int Broadway Tap,Andrew Winans,none,2024-04-25,Tap
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-04-25,Ballet
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-04-25,Theater
BDC,10:30:00,All Levels Pilates,Lauren Weinberg,none,2024-04-25,Additional Disciplines
Mark Morris,11:00:00,Int Contemp,Anna *Marchisello (11),none,2024-04-25,Contemporary/Modern
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2024-04-25,Ballet
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-04-25,Ballet
BAE,11:00:00,Floor Barre,Julie Voshell (5),none,2024-04-25,Ballet
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-04-25,Ballet
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2024-04-25,Ballet
Peridance,11:30:00,Int Waacking | Guest Class,Nubian Néné,none,2024-04-25,Street/Choreography
BAE,11:30:00,Basic Beg Ballet,Ginger Thatcher (7),none,2024-04-25,Ballet
Peridance,11:30:00,Open Yoga,Marisa Martin,none,2024-04-25,Additional Disciplines
