Studio,Time,Classes,Instructor,Sign up,Date,Style
Steps,09:00:00,Open Yoga For Dancers,Hannah Dober,none,2024-04-17,Additional Disciplines
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-04-17,Ballet
BDC,09:00:00,Beg Ballet,Eureka Nakano Grimes,none,2024-04-17,Ballet
BDC,09:00:00,Beg Lyrical,Emily Bufferd,none,2024-04-17,Contemporary/Modern
Peridance,09:00:00,Open Yoga,Sarah Iguchi,none,2024-04-17,Additional Disciplines
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-04-17,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-04-17,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-04-17,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-17,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Michelle Fleet (3),none,2024-04-17,Contemporary/Modern
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-04-17,Ballet
Steps,10:00:00,Open Pilates,Stephanie Ross,none,2024-04-17,Additional Disciplines
Gibney,10:00:00,Pro Ballez,Katy Pyle,none,2024-04-17,Ballet
Peridance,10:00:00,Int Contemp,Brandon Coleman,none,2024-04-17,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-04-17,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-04-17,Ballet
Gibney,10:00:00,Contemp,Maleek Washington,none,2024-04-17,Contemporary/Modern
BAE,10:00:00,Beg Ballet,Julie Voshell,none,2024-04-17,Ballet
Steps,10:00:00,Adv/Beg Tap,Kat Ponza,none,2024-04-17,Tap
Peridance,10:00:00,Open Barre À Terre,Anabella Lenzu,none,2024-04-17,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Mandy Kirschner Salva *Cunningham  (6),none,2024-04-17,Contemporary/Modern
BDC,10:30:00,Adv Beg Hip-Hop,Paolo Slice Penala,none,2024-04-17,Street/Choreography
BDC,10:30:00,Adv Beg Tap,Dre Torres,none,2024-04-17,Tap
BDC,10:30:00,Basic Theater,Melodye Redding,none,2024-04-17,Theater
Gibney,10:30:00,Bartenieff Fundamentals At 280,Alexandra Beller,none,2024-04-17,Additional Disciplines
BDC,10:30:00,Int Ballet,Deanna Doyle,none,2024-04-17,Ballet
