Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19332&classDate=3/18/2024&clsLoc=1,IN-PERSON: Beg STREET STYLES with J Lyn,J Lyn,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18118&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int TAP with Beg SWING with Ray Hesselink and Adrienne Weidert,Ray Hesselink and Adrienne Weidert (4),Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19278&classDate=3/18/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Elyn Collier,Elyn Collier,Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19357&classDate=3/18/2024&clsLoc=1,IN-PERSON: Basic HEELS TECHNIQUE with Natalya Z,Natalya Z,Studio 2,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19223&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Kenichi Kasamatsu,Kenichi Kasamatsu,Studio 5,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18240&classDate=3/18/2024&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19322&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,Keenan Cooks,Studio 5,1 hour &30 minutes
Broadway Dance Center,9:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18886&classDate=3/18/2024&clsLoc=1,IN-PERSON: Adv STREET STYLES with Jay Mills,TBA (5),Studio 1,1 hour &30 minutes
Broadway Dance Center,9:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18247&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Camryn Brothers,Camryn Brothers,Studio A,1 hour &30 minutes
Broadway Dance Center,9:00 am EDT,none,IN-PERSON: Basic HIP-HOP with TweetBoogie,Tweetboogie,Studio 5,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19178&classDate=3/18/2024&clsLoc=1,IN-PERSON: Basic THEATER with Joey Tierno,Joey Tierno,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19284&classDate=3/18/2024&clsLoc=1,IN-PERSON: Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio 5,1 hour &30 minutes
Broadway Dance Center,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18870&classDate=3/18/2024&clsLoc=1,IN-PERSON: All Levels PILATES with Linda Farrell,Linda Farrell,Studio 2,1 hour
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18676&classDate=3/18/2024&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Tracie Stanfield,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18112&classDate=3/18/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19355&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int Adv JAZZ TECHNIQUE with Harry Francis,Harry Francis,Studio 4,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18705&classDate=3/18/2024&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio A,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18177&classDate=3/18/2024&clsLoc=1,IN-PERSON: Basic TAP with Brent McBeth,Brent McBeth,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18690&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int THEATER with Lizz Picini,Elyn Collier (2),Studio 1,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19220&classDate=3/18/2024&clsLoc=1,IN-PERSON: Adv Beg STREET JAZZ with Bo Belza,Bo Belza,Studio 5,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18703&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18786&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int Adv THEATER with Chip Abbott,Chip Abbott,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18708&classDate=3/18/2024&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Dorit Koppel,Studio 1,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19296&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with David Thomas,David Thomas,Studio 5,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19235&classDate=3/18/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Josh Walden,Josh Walden,Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19259&classDate=3/18/2024&clsLoc=1,IN-PERSON: Basic BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio 4,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19166&classDate=3/18/2024&clsLoc=1,IN-PERSON: Beg COMMERCIAL JAZZ with Debbie Wilson,Debbie Wilson,Studio 1,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19315&classDate=3/18/2024&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio 1,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18753&classDate=3/18/2024&clsLoc=1,IN-PERSON: Beg STREET JAZZ with Elodie Dufroux,Elodie Dufroux,Studio 2,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19079&classDate=3/18/2024&clsLoc=1,IN-PERSON: Int THEATER TAP with Kaitlyn Frank,Kaitlyn Frank,Studio B,1 hour &30 minutes
Broadway Dance Center,9:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19230&classDate=3/18/2024&clsLoc=1,IN-PERSON: Beg HEELS with Courtney Sauls,Courtney Sauls,Studio 5,1 hour &30 minutes
