Studio,Start time,,Classes,Teacher,Duration
Brickhouse,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7710&classDate=3/18/2024&clsLoc=1,Choreography (Int/Adv),Eric Delgado,1 hour &30 minutes
Brickhouse,4:30 pm EDT,none,Monsters Rehearsal,Kelly Peters,3 hours &30 minutes
Brickhouse,8:00 pm EDT,none,MiXrz Company Rehearsal (Private),Dani & Dom Russo,2 hours
