Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=148&classId=5311&classDate=8/22/2023&clsLoc=1,(Online) Movement for Older Bodies: Open Level Move & Flow,Alexandra Berger (Mask Optional),none,none,1 hour
Mark Morris Dance,"12:00 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=3572&classDate=8/22/2023&clsLoc=1,(Online) Beginner Modern,Claudia McDonald (Mask Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,"6:30 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=4971&classDate=8/22/2023&clsLoc=1,(Online) Intermediate Modern,Andrea Murillo (Mask Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,"7:00 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=5248&classDate=8/22/2023&clsLoc=1,(Online) Intermediate Ballet,Ashley Tuttle (Masks Optional),none,none,1 hour & 30 minutes
