Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7808&classDate=8/23/2023&clsLoc=1,LIVE-STREAM Introduction to Ballet,William Waldinger,none,none,1 hour & 30 minutes
Ballet Academy East,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7814&classDate=8/23/2023&clsLoc=1,VIRTUAL Basic Beginner/Beginner Ballet,Brigid Boden (4),none,none,1 hour & 15 minutes
Ballet Academy East,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7857&classDate=8/23/2023&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Roni Mahler (6),none,none,1 hour & 30 minutes
Ballet Academy East,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7868&classDate=8/23/2023&clsLoc=1,LIVE-STREAM Mat Pilates Class,Ashley Carter,none,none,1 hour
Ballet Academy East,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7841&classDate=8/23/2023&clsLoc=1,LIVE-STREAM Beginner Ballet,William Waldinger,none,none,1 hour & 30 minutes
