Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,"6:00 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=8225&classDate=8/23/2023&clsLoc=1,Online: ETA | NewJeans (Part 4),Eunice Shin,none,1 hour & 20 minutes
ILoveDance,"7:30 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=8283&classDate=8/23/2023&clsLoc=1,Online: Shhh | KISS OF LIFE (Part 4),Maylin Ramos,none,1 hour & 20 minutes
