Studio,Start time,Sign up,Classes,Teacher,Assistant,Musician,Duration
Taylor School,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3560&classDate=9/25/2023&clsLoc=1,Professional Level Taylor Modern,Winston Brown (1),none,Mal Stein,1 hour & 30 minutes
