Studio,Time,Classes,Instructor,Sign up,Date,Style
Steps,09:00:00,Int Ballet,Liceica (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BDC,09:00:00,Adv Beg Ballet,Luis Villar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17631&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Peridance,09:00:00,Open Ballet,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6183&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BAE,09:00:00,Mat Pilates Class,Ashley Carter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7862&classDate=8/22/2023&clsLoc=1,2023-08-22,Additional Disciplines
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7845&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BAE,09:30:00,Intro To Ballet,Roni Mahler (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7888&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,"Edge, A. (2)",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087079&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Peridance,10:00:00,Int Contemp Release,Shane Larson (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6182&classDate=8/22/2023&clsLoc=1,2023-08-22,Contemporary/Modern
Ballet Arts,10:00:00,Open Level Ballet,Benjamin Bowman (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2371&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Gibney 280,10:00:00,Ballet,Gilbert T Small II,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12556&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Peridance,10:00:00,Adv Ballet,Victoria Vargas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6325&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BDC,10:00:00,Adv Beg Contemp,Emily Bufferd (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17554&classDate=8/22/2023&clsLoc=1,2023-08-22,Contemporary/Modern
Gibney 280,10:00:00,Contemp At 280,Thryn Saxon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12866&classDate=8/22/2023&clsLoc=1,2023-08-22,Contemporary/Modern
BDC,10:00:00,Adv Beg Tap,Mike Camire (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17662&classDate=8/22/2023&clsLoc=1,2023-08-22,Tap
BDC,10:00:00,Beg Hip-Hop,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17634&classDate=8/22/2023&clsLoc=1,2023-08-22,Street/Choreography
Mark Morris,10:00:00,Adv Ballet,Aaron *Loux  (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4990&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BDC,10:00:00,Adv Beg Theater,Jason Wise,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17636&classDate=8/22/2023&clsLoc=1,2023-08-22,Theater
Peridance,10:30:00,Open Pointe,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6196&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BDC,10:30:00,Beg Jumps And Turns,Maddison Clay,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18040&classDate=8/22/2023&clsLoc=1,2023-08-22,Additional Disciplines
Steps,10:30:00,Rommett Floor Barre,Wesley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BDC,10:30:00,Beg Ballet,Cara Leggio (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17640&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Mark Morris,11:00:00,Open Level Move & Flow,Alexandra Berger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=143&classId=5310&classDate=8/22/2023&clsLoc=1,2023-08-22,Additional Disciplines
Steps,11:00:00,Adv/Beg Ballet,Lawrence (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084561&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Steps,11:00:00,Adv/Beg Broadway Tap,Black,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085532&classDate=8/22/2023&clsLoc=1,2023-08-22,Theater
BAE,11:30:00,Int Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7890&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Peridance,11:30:00,Int Contemp,Vive _ (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5503&classDate=8/22/2023&clsLoc=1,2023-08-22,Contemporary/Modern
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5374&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Steps,11:30:00,Adv Pro Ballet,Bielski,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
BDC,11:30:00,Beg House,Huu Rock,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17503&classDate=8/22/2023&clsLoc=1,2023-08-22,Street/Choreography
BDC,11:30:00,Int Theater,Andrew Wilson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17649&classDate=8/22/2023&clsLoc=1,2023-08-22,Theater
Peridance,11:30:00,Open Gyrokinesis,Margot Gelber (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5466&classDate=8/22/2023&clsLoc=1,2023-08-22,Additional Disciplines
Steps,11:30:00,Adv/Beg Theater Jazz,"Morris Garcia, K. (9)",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085541&classDate=8/22/2023&clsLoc=1,2023-08-22,Theater
BDC,11:30:00,Beg Tap,Doug Shankman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17664&classDate=8/22/2023&clsLoc=1,2023-08-22,Tap
Ballet Arts,11:30:00,Tap,Stephen Reed,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2407&classDate=8/22/2023&clsLoc=1,2023-08-22,Tap
BDC,11:30:00,Beg Broadway Jazz,Chrisy Kakurai (4),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17654&classDate=8/22/2023&clsLoc=1,2023-08-22,Theater
Steps,11:45:00,Adv/Int Contemp,"Lewis, T.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087085&classDate=8/22/2023&clsLoc=1,2023-08-22,Contemporary/Modern
BDC,12:00:00,Adv Beg Ballet,June Chin (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17597&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Gibney 280,12:00:00,Pro Ballez,Katy Pyle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12562&classDate=8/22/2023&clsLoc=1,2023-08-22,Ballet
Gibney 280,12:00:00,Contemp Floorwork At 280,Rebecca Sandlin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12867&classDate=8/22/2023&clsLoc=1,2023-08-22,Contemporary/Modern
Steps,12:00:00,Int Tap,Carminucci,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087088&classDate=8/22/2023&clsLoc=1,2023-08-22,Tap
Mark Morris,12:00:00,Beg Modern,Claudia McDonald,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4613&classDate=8/22/2023&clsLoc=1,2023-08-22,Contemporary/Modern
