Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082306&classDate=1/31/2024&clsLoc=1,Virtual 90 Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083037&classDate=1/31/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088505&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082313&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088465&classDate=1/31/2024&clsLoc=1,Virtual 90 Rommett Floor Barre,Jodi Moccia,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083051&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Violeta Angelova (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147088550&classDate=1/31/2024&clsLoc=1,Virtual 60 Adv/Beg Pointe,Kathy Sullivan,Steps on Broadway,1 hour
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084628&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088453&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Ballet,Anna Liceica (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085312&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087035&classDate=1/31/2024&clsLoc=1,Virtual 90 Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083054&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Int Contemporary,Max Stone,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084781&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Contemporary Jazz,Savannah Cobb,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085123&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Contemporary Lyrical,Tracie Stanfield,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088597&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Beg Jazz,Sam Lobel,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088698&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Sarah Meahl,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084593&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Jazz,John Leggio,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088771&classDate=1/31/2024&clsLoc=1,Virtual 90 Int/Adv Commercial Jazz,Melanie Lewis-Yribar,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084644&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Jazz,Jakob Karr (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087134&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Lisa Harvie,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082333&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Beg Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088518&classDate=1/31/2024&clsLoc=1,Virtual 90 Int/Adv Commercial Jazz,Jason Williams,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084742&classDate=1/31/2024&clsLoc=1,Virtual 90 Beg Modern/Horton,JoLea Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088516&classDate=1/31/2024&clsLoc=1,Virtual Spotlight: Int/Adv Theater Jazz,Christine Cornish,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084841&classDate=1/31/2024&clsLoc=1,Virtual 90 Open Hip Hop,Mickey Sakai,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087979&classDate=1/31/2024&clsLoc=1,Virtual 60 Open Yoga for Dancers,Hannah Dober,Steps on Broadway,1 hour
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147086083&classDate=1/31/2024&clsLoc=1,Virtual 60 Open Pilates,Stephanie Ross,Steps on Broadway,1 hour
Steps on Broadway,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086931&classDate=1/31/2024&clsLoc=1,Virtual 90 Alignment Floor Work,Lonne Moretton,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087814&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Beg Tap,Kat Ponza,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084920&classDate=1/31/2024&clsLoc=1,Virtual 90 Basic Tap,Yuka Kameda,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082316&classDate=1/31/2024&clsLoc=1,Virtual 90 Beg Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082994&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Tap,Shelby Kaufman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082322&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Beg Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082386&classDate=1/31/2024&clsLoc=1,Virtual 90 Basic Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082389&classDate=1/31/2024&clsLoc=1,Virtual 90 Beg Tap,Lynn Schwab,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087327&classDate=1/31/2024&clsLoc=1,Virtual 90 Int/Adv Tap,Tommy Wasiuta,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087336&classDate=1/31/2024&clsLoc=1,Virtual 90 Basic Tap,Yukari Ikegaya,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087711&classDate=1/31/2024&clsLoc=1,Virtual 90 Int Theater Dance,Andrew Winans (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084728&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Beg Theater Jazz,Kolton Krouse (5),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085310&classDate=1/31/2024&clsLoc=1,Virtual 90 Adv/Int Theater Jazz,Rachel Leigh Dolan,Steps on Broadway,1 hour &30 minutes
