Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/7zRaUolYaQtESPoqL8oo,Int./Adv. Choreography,Darien Van Rensalier
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/bHnBMxJoDPQLQUdLaFAo,All Levels Krump,Brian Hallow Dreamz
Modega,8:00 PM EST • (90 min),https://sutrapro.com/modega/checkout/Z8p6qTbta8UNySyjnplY,All Levels Waving,Castro
Modega,8:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/6ND35jTtNVOJG6WdXUku,Int./Adv. Choreography,Bo Belza
Modega,9:30 PM EST • (120 min),https://sutrapro.com/modega/checkout/Q0evrfn9g2ohw2GJ9oED,Open Waving Session,Haze
