Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=8/15/2023&clsLoc=1,In-Studio Int Ballet,Cave,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087079&classDate=8/15/2023&clsLoc=1,In-Studio Int/Adv Pro Ballet,Freemantle (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=8/15/2023&clsLoc=1,In-Studio Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=8/15/2023&clsLoc=1,In-Studio Rommett Floor Barre,Wesley,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084561&classDate=8/15/2023&clsLoc=1,In-Studio Adv/Beg Ballet,Lawrence (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=8/15/2023&clsLoc=1,In-Studio Adv Pro Ballet,Bielski,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087004&classDate=8/15/2023&clsLoc=1,In-Studio Int Ballet,Hara,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087171&classDate=8/15/2023&clsLoc=1,In-Studio Int Ballet,"Edge, A.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087083&classDate=8/15/2023&clsLoc=1,In-Studio Adv/Int Ballet,Tyner-Bryan (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087084&classDate=8/15/2023&clsLoc=1,In-Studio Beg/Int Ballet,Hara (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085524&classDate=8/15/2023&clsLoc=1,In-Studio Int Contemporary,"Edward, C. (5)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147087770&classDate=8/15/2023&clsLoc=1,In-Studio Adv/Int Contemporary Master Class,"Richardson, D",Steps on Broadway,2 hours
Steps on Broadway,12:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086069&classDate=8/15/2023&clsLoc=1,In-Studio Int Jazz,Whitehead,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087086&classDate=8/15/2023&clsLoc=1,In-Studio Adv/Int Jazz,Roshe,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087204&classDate=8/15/2023&clsLoc=1,In-Studio Int Jazz,Ciulla,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087087&classDate=8/15/2023&clsLoc=1,In-Studio Adv/Int Jazz Funk,Keeney,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147087604&classDate=8/15/2023&clsLoc=1,In-Studio Spotlight: Int/Adv Heels,Castro,Steps on Broadway,2 hours
