Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8231&classDate=8/15/2023&clsLoc=1,In-StudioQ: Super Shy | NewJeans (Part 3),Winnie Chung,Flushing,1 hour & 20 minutes
ILoveDance,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8249&classDate=8/15/2023&clsLoc=1,In-StudioQ: In Bloom | ZB1 (Part 3),Christina Ryu,Flushing,1 hour & 20 minutes
