Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089597&classDate=4/29/2024&clsLoc=1,Virtual Master Class: Adv/Int Theater Jazz,Andy Blankenbuehler,Steps on Broadway,2 hours
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089442&classDate=4/29/2024&clsLoc=1,Virtual Spotlight: Int/Adv Tap,Luke Hickey,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089438&classDate=4/29/2024&clsLoc=1,Virtual Spotlight: Int/Adv Precision Jazz,Danelle Morgan,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082306&classDate=4/29/2024&clsLoc=1,Virtual 90 Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083037&classDate=4/29/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088504&classDate=4/29/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088557&classDate=4/29/2024&clsLoc=1,Virtual 90 Rommett Floor Barre,Jodi Moccia,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082313&classDate=4/29/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=4/29/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087878&classDate=4/29/2024&clsLoc=1,Virtual 90 Int Ballet,Kurt Froman,Steps on Broadway,1 hour &30 minutes
