Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7831&classDate=8/26/2023&clsLoc=1,IN-STUDIO Basic Beginner Ballet,BAE Faculty (16),none,Studio 2,1 hour & 30 minutes
Ballet Academy East,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7865&classDate=8/26/2023&clsLoc=1,IN-STUDIO Mat Pilates Class,Stephanie Rae Williams,none,Studio 4,1 hour
Ballet Academy East,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7806&classDate=8/26/2023&clsLoc=1,IN-STUDIO Introduction to Ballet,Lorna Zawacki,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7880&classDate=8/26/2023&clsLoc=1,IN-STUDIO Beginner Contemporary,Stephanie Rae Williams,none,Studio 4,1 hour & 30 minutes
Ballet Academy East,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7853&classDate=8/26/2023&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,BAE Faculty (17),none,Studio 2,1 hour & 30 minutes
Ballet Academy East,12:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7838&classDate=8/26/2023&clsLoc=1,IN-STUDIO Beginner Ballet,Lorna Zawacki,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,1:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7821&classDate=8/26/2023&clsLoc=1,IN-STUDIO Pointe Class,Julie Voshell,none,Studio 2,1 hour
