Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=4950&classDate=8/26/2023&clsLoc=1,Pilates Flow,Lesley Garrison MMDG Dancer (Masks Optional) (15),none,none,1 hour
Mark Morris Dance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=3546&classDate=8/26/2023&clsLoc=1,Beginner Ballet,Cara Surico (Mask Optional),none,Patrick Gallagher,1 hour & 30 minutes
Mark Morris Dance,3:00 pm  EDT,none,Afro-Caribbean Dance & Movement,Cancelled Today,none,none,1 hour & 30 minutes
