Studio,Start time,Classes,Instructor,Sign up
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,none
Mark Morris,12:00:00,Beg Modern,Claudia *McDonald,none
Mark Morris,13:00:00,Open Level Move & Flow,Alexandra *Berger,none
Mark Morris,18:00:00,Senegalese Dance,Cancelled Today,none
Mark Morris,18:30:00,Int Modern,Andrea *Murillo,none
Mark Morris,19:00:00,Beg Haitian,Véronëque *Ignace,none
Mark Morris,19:00:00,Int Ballet,Ashley Tuttle,none
Mark Morris,19:15:00,Classical Indian,Yamini *Kalluri,none
Mark Morris,19:30:00,Beg Jazz,Talia Putrino (4),none
Mark Morris,19:30:00,Open Level House,Kim Holmes,none
