Studio,Start time,Classes,Instructor,Sign up
Ailey,18:00:00,Barre Fusion,Brandy Williams,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146825957&classDate=11/27/2023&clsLoc=1
Ailey,18:00:00,Hip Hop Cardio,Matthew Johnson Harris,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146825206&classDate=11/27/2023&clsLoc=1
Ailey,18:30:00,Beg West African,Maguette Camara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824746&classDate=11/27/2023&clsLoc=1
Ailey,19:00:00,African,Janete Da Silva,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824713&classDate=11/27/2023&clsLoc=1
Ailey,19:00:00,Beg Contemp,Linda Celeste Sims,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824728&classDate=11/27/2023&clsLoc=1
Ailey,18:00:00,Beg Ballet,Anna Lederfeind,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824719&classDate=11/27/2023&clsLoc=1
Ailey,18:30:00,Beg Hip-Hop,TweetBoogie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146825201&classDate=11/27/2023&clsLoc=1
Ailey,18:30:00,Zumba Fitness,Carlos Chavez (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824766&classDate=11/27/2023&clsLoc=1
Ailey,19:00:00,Afro'Dance,Judith McCarty,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824716&classDate=11/27/2023&clsLoc=1
Ailey,19:00:00,New Way Vogue,Jason Rodriguez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146825216&classDate=11/27/2023&clsLoc=1
