Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7911&classDate=12/12/2023&clsLoc=1,LIVE-STREAM Mat Pilates Class,Ashley Carter,none,none,1 hour
Ballet Academy East,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7964&classDate=12/12/2023&clsLoc=1,LIVE-STREAM Beginner Ballet,Justin Sherwood,none,none,1 hour &30 minutes
Ballet Academy East,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7923&classDate=12/12/2023&clsLoc=1,VIRTUAL Basic Beginner/Beginner Ballet,Anne Kelly,none,none,1 hour &15 minutes
Ballet Academy East,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7965&classDate=12/12/2023&clsLoc=1,LIVE-STREAM Beginner Ballet,Sean Kelly,none,none,1 hour &30 minutes
