Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,12:00 pm  EDT,none,LIVESTREAM: Adv Beg BALLET with Erica Ratkovicz,Canceled Today,none,1 hour & 15 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=48&classId=17774&classDate=8/25/2023&clsLoc=1,LIVESTREAM: Beg JAZZ FUNK with Chio,Chio,Studio 2,1 hour & 15 minutes
