Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,9:30 am  EDT,none,ONLINE: Pilates Fusion,Sarita Allen,none,1 hour
Ailey Studios,10:00 am  EDT,none,ONLINE: Masala Bhangra,Sarina Jain,none,1 hour
Ailey Studios,10:00 am  EDT,none,ONLINE: Absolute Beginner Ballet,Dawn Hillen,none,1 hour
Ailey Studios,11:15 am  EDT,none,ONLINE: Zumba,Will Negrillo,none,1 hour
