Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,"12:30 pm  EDT
    LIVE STREAM",none,Online: Baggy Jeans | NCT U (Part 2),Cancelled Today,none,1 hour & 20 minutes
ILoveDance,"2:00 pm  EDT
    LIVE STREAM",none,Online: Do Not Touch | MISAMO (Part 2),Cancelled Today,none,1 hour & 20 minutes
