Studio,Start time,,Classes,Teacher,Duration
Cumbe Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=64&classId=3998&classDate=12/6/2023&clsLoc=1,Online: Afro-Brazilian and Samba [All Levels],Quenia Ribeiro,1 hour &30 minutes
Cumbe Dance Center,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=64&classId=3992&classDate=12/6/2023&clsLoc=1,Online: IDTC Dunham Technique II [Int/Adv Level],Penny Godboldo,1 hour &30 minutes
