Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am EST,none,IN-PERSON: Adv Beg BALLET with Luis Villar,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,9:15 am EST,none,IN-PERSON: All Levels YOGA: MOVING MEDITATION with Mariangel Romero,Canceled Today,none,1 hour &15 minutes
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Adv Beg THEATER with Jason Wise,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18901&classDate=2/22/2024&clsLoc=1,IN-PERSON: Beg HIP-HOP with Ness Martinez,Ness Martinez,Studio B,1 hour &30 minutes
Broadway Dance Center,11:00 am EST,none,Ed Dept Musical Theater,ProSem Master,CTP,1 hour &15 minutes
Broadway Dance Center,12:00 pm EST,none,IN-PERSON: Beg BROADWAY JAZZ with Sue Samuels,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18113&classDate=2/22/2024&clsLoc=1,IN-PERSON: Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
Broadway Dance Center,12:30 pm EST,none,Ed Dept Contemporary,ProSem Master,CTP,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,none,IN-PERSON: All Levels VOICE with Eric Fotre Leach,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18095&classDate=2/22/2024&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19052&classDate=2/22/2024&clsLoc=1,IN-PERSON: Adv STREET STYLES with Luam,Luam,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18783&classDate=2/22/2024&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Blue,Blue,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18815&classDate=2/22/2024&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio 1,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18300&classDate=2/22/2024&clsLoc=1,IN-PERSON: Beg TAP with Katharine Pettit,Katharine Pettit,Studio B,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18893&classDate=2/22/2024&clsLoc=1,IN-PERSON: Int STREET JAZZ with Bo Park,Nick Kim (2),Studio 3,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19000&classDate=2/22/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Yuka Kameda,Yuka Kameda,Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18880&classDate=2/22/2024&clsLoc=1,IN-PERSON: Beg THEATER with Elyn Collier,Tiger Brown (3),Studio 2,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18795&classDate=2/22/2024&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio A,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18866&classDate=2/22/2024&clsLoc=1,IN-PERSON: Basic TAP with Madison Hilligoss,Madison Hilligoss,Studio B,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18807&classDate=2/22/2024&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Deshawn Da Prince,Studio 1,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18804&classDate=2/22/2024&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY with Alexa Luke,Alexa Luke,Studio A,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18864&classDate=2/22/2024&clsLoc=1,IN-PERSON: Int STREET JAZZ with Yusaku Komori,Yusaku Komori,Studio 3,1 hour &30 minutes
Broadway Dance Center,9:00 am EST,none,IN-PERSON: Beg CONTEMPORARY with Jenifer Dillow,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Adv Beg CONTEMPORARY with Eric Campros,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Basic TAP with Ali Dietz,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Int BALLET with Jamie Salmon,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,none,IN-PERSON: Adv Beg BALLET with Dorit Koppel,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,none,IN-PERSON: Beg HOUSE with Huu Rock,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,none,IN-PERSON: Int THEATER with Andrew Wilson,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18337&classDate=2/22/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Avital Asuleen,Avital Asuleen,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18714&classDate=2/22/2024&clsLoc=1,IN-PERSON: Basic BALLET with Dorit Koppel,Dorit Koppel,Studio 1,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18707&classDate=2/22/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio A,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19051&classDate=2/22/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Marjorie Failoni,Marjorie Failoni,Studio 3,1 hour &30 minutes
