Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=6771&classDate=8/17/2023&clsLoc=1,In-StudioNJ: Kpop Diet Dance,Min Seon Kim,Fort Lee Studio 1,1 hour
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8193&classDate=8/17/2023&clsLoc=1,In-StudioNJ: ETA | NewJeans (Part 3),MJ Choi,Manhattan,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=6586&classDate=8/17/2023&clsLoc=1,In-StudioNJ: Adv Beg Choreography,Alice Wu,Fort Lee Studio 1,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8209&classDate=8/17/2023&clsLoc=1,In-StudioNJ: Seven | Jung Kook (Part 3),Ying Dong,Fort Lee Studio 2,1 hour & 20 minutes
