Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19044&classDate=1/20/2024&clsLoc=1,IN-PERSON: Adv Beg BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19061&classDate=1/20/2024&clsLoc=1,IN-PERSON: Beg THEATER with Ian Klein,Ian Klein,Studio 2,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18539&classDate=1/20/2024&clsLoc=1,IN-PERSON: Basic BALLET with Jessica Epting,Jessica Epting,Studio A,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,none,IN-PERSON: Adv Beg JAZZ FUSION with Michelle Barber,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19022&classDate=1/20/2024&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY with Mike Baerga,Mike Baerga,Studio A,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,none,IN-PERSON: Int JAZZ FUSION with Michelle Barber,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18838&classDate=1/20/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 3,1 hour &30 minutes
Broadway Dance Center,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18843&classDate=1/20/2024&clsLoc=1,IN-PERSON: Beg BALLET with Erica Ratkovicz,Luis Villar (1),Studio 1,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18334&classDate=1/20/2024&clsLoc=1,IN-PERSON: Beg TAP with Mark Albrecht,Mark Albrecht,Studio B,1 hour &30 minutes
Broadway Dance Center,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18978&classDate=1/20/2024&clsLoc=1,IN-PERSON: All Levels POPPING ANIMATION with Big Mike,Big Mike,Studio 2,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18608&classDate=1/20/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Nicole Billow,Nicole Billow,Studio B,1 hour &30 minutes
Broadway Dance Center,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18997&classDate=1/20/2024&clsLoc=1,IN-PERSON: Int Adv THEATER with Ross Thompson,Ross Thompson,Studio 1,1 hour &30 minutes
Broadway Dance Center,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18902&classDate=1/20/2024&clsLoc=1,IN-PERSON: Int STREET JAZZ with Ness Martinez,Ness Martinez,Studio 2,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19057&classDate=1/20/2024&clsLoc=1,IN-PERSON: Beg STREET STYLES with Niki Saludez,Niki Saludez,Studio 3,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19045&classDate=1/20/2024&clsLoc=1,IN-PERSON: All Levels RESTORATIVE MEDITATION with Sarah Simon Wolff,Sarah Simon Wolff,Studio 2,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19059&classDate=1/20/2024&clsLoc=1,IN-PERSON: Int THEATER TAP with Brent McBeth,Brent McBeth,Studio B,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19001&classDate=1/20/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER JAZZ with Cedric Dodd,Cedric Dodd,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18995&classDate=1/20/2024&clsLoc=1,IN-PERSON: Adv Beg COMMERCIAL JAZZ with Debbie Wilson,Debbie Wilson,Studio 1,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18472&classDate=1/20/2024&clsLoc=1,IN-PERSON: Basic TAP with Oren Korenblum,Oren Korenblum,Studio B,1 hour &30 minutes
Broadway Dance Center,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19015&classDate=1/20/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Joey Tierno,Joey Tierno,Studio 2,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18832&classDate=1/20/2024&clsLoc=1,IN-PERSON: All Levels AFRO'DANCE with Angel Kaba,Shari Piontkowskie (2),Studio A,1 hour &30 minutes
Broadway Dance Center,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18829&classDate=1/20/2024&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Q,Q,Studio 3,1 hour &30 minutes
Broadway Dance Center,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18865&classDate=1/20/2024&clsLoc=1,IN-PERSON: Int THEATER with Matthew Steffens,Matthew Steffens,Studio 1,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18954&classDate=1/20/2024&clsLoc=1,IN-PERSON: All Levels BALLROOM FUSION with Denys Drozdyuk and Antonina Skobina,Denys Drozdyuk and Antonina Skobina,Studio A,1 hour &30 minutes
Broadway Dance Center,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18871&classDate=1/20/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Gina Menichino,Gina Menichino,Studio 3,1 hour &30 minutes
