Studio,Start time,,Classes,Teacher,Room,Duration
Ballet Arts,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2361&classDate=1/20/2024&clsLoc=1,In Studio: PILATES / STRETCH,Charmaine Trotman-Shumantov,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
Ballet Arts,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=1127&classDate=1/20/2024&clsLoc=1,IN-Studio: INTERMEDIATE Ballet,Irina Dvorovenko (1),Ballet Arts STUDIO LIVE!,1 hour &30 minutes
Ballet Arts,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2216&classDate=1/20/2024&clsLoc=1,IN-Studio: ADVANCED BEGINNER Ballet,Noriko Hara,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
Ballet Arts,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2365&classDate=1/20/2024&clsLoc=1,IN-Studio: OPEN LEVEL BALLET,Yuka Kawazu,Ballet Arts STUDIO LIVE!,1 hour &30 minutes
