Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086215&classDate=3/8/2024&clsLoc=1,Virtual 90 Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083037&classDate=3/8/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088506&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082489&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084942&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083051&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Elena Kunikova,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088290&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Ballet,Kurt Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085003&classDate=3/8/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Karin Averty,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083062&classDate=3/8/2024&clsLoc=1,Virtual 90 Beg/Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088293&classDate=3/8/2024&clsLoc=1,Virtual 90 Int Contemporary,Nicole Hagen (1),Steps on Broadway,1 hour &30 minutes
