Studio,Start time,Classes,Instructor,Sign up
BDC,12:00:00,Basic Ballet,Jessica Epting,none
BDC,15:30:00,Int Jazz Fusion,Michelle Barber,none
BDC,17:00:00,Adv Beg Jazz Funk,Chio,none
BDC,18:00:00,All Levels Afro'Dance,Angel Kaba,none
BDC,18:00:00,Int Jazz,AC Ciulla,none
BDC,18:30:00,Int Theater,Matthew Steffens,none
BDC,20:00:00,Int Contemp Fusion,Maleek Washington,none
BDC,14:00:00,Adv Beg Jazz Fusion,Michelle Barber,none
BDC,16:30:00,Basic Tap,Oren Korenblum,none
BDC,17:00:00,Beg Ballet,Erica Ratkovicz,none
BDC,18:00:00,Beg Tap,Mark Albrecht,none
BDC,18:30:00,Adv Beg Hip-Hop,Q,none
BDC,20:00:00,Int Adv Heels,Brayden Singley,none
BDC,20:00:00,Int Street Jazz,TBA (1),none
