Studio,Time,Classes,Instructor,Sign up,Date,Style
Steps,09:00:00,Int Ballet,Jen Kreichman (1),none,2024-04-04,Ballet
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-04-04,Ballet
Taylor School,09:00:00,Slow Flow Vinyasa Yoga,Erica Caruso,none,2024-04-04,Additional Disciplines
BDC,09:00:00,Beg Contemp,Adam Wedesky (1),none,2024-04-04,Contemporary/Modern
BDC,09:15:00,Moving Meditation,Mariangel Romero,none,2024-04-04,Additional Disciplines
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-04-04,Ballet
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-04-04,Ballet
ILD NJ,09:30:00,Kpop Diet Dance,Min Seon Kim,none,2024-04-04,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-04,Ballet
Peridance,10:00:00,Adv Contemp Floorwork | Guest Class,Majella Bess,none,2024-04-04,Contemporary/Modern
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-04-04,Ballet
Steps,10:00:00,Beg Jazz,Emily Bufferd,none,2024-04-04,Jazz
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-04-04,Ballet
Gibney,10:00:00,Contemp Release,Cancelled Today,none,2024-04-04,Contemporary/Modern
Gibney,10:00:00,Super Chill Ballet,Doron Perk,none,2024-04-04,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,John Harnage (4),none,2024-04-04,Contemporary/Modern
Peridance,10:00:00,Int Graham,Caterina Rago,none,2024-04-04,Contemporary/Modern
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-04-04,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,none,2024-04-04,Ballet
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-04-04,Ballet
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-04-04,Ballet
Steps,10:30:00,Int Broadway Tap,Andrew Winans,none,2024-04-04,Tap
BDC,10:30:00,Basic Tap,Canceled Today,none,2024-04-04,Tap
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-04-04,Contemporary/Modern
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-04-04,Ballet
BDC,10:30:00,Adv Beg Theater,Joey Tierno (2),none,2024-04-04,Theater
BDC,10:30:00,Int Ballet,Jamie Salmon,none,2024-04-04,Ballet
BDC,10:30:00,Basic Hip-Hop,Dr. Ew,none,2024-04-04,Street/Choreography
BDC,10:30:00,All Levels Pilates,Jacquie Maitner (3),none,2024-04-04,Additional Disciplines
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2024-04-04,Ballet
Mark Morris,11:00:00,Int Contemp,Anna *Marchisello (9),none,2024-04-04,Contemporary/Modern
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-04-04,Ballet
BAE,11:00:00,Floor Barre,Hope Ruth,none,2024-04-04,Ballet
Ballet Arts,11:30:00,Int Ballet,Noriko Hara,none,2024-04-04,Ballet
Peridance,11:30:00,Open Yoga,Marisa Martin,none,2024-04-04,Additional Disciplines
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-04-04,Ballet
BAE,11:30:00,Int Ballet,Shirley Bassat,none,2024-04-04,Ballet
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2024-04-04,Ballet
Peridance,11:30:00,Int Waacking | Guest Class,Nubian Néné,none,2024-04-04,Street/Choreography
Steps,11:30:00,Adv/Beg Contemp,Mindy Jackson,none,2024-04-04,Contemporary/Modern
BAE,11:30:00,Basic Beg Ballet,Marsha Knight,none,2024-04-04,Ballet
Steps,11:30:00,Int/Adv Theater Jazz,Charlie Sutton,none,2024-04-04,Theater
BAE,12:00:00,Beg Ballet,Hope Ruth,none,2024-04-04,Ballet
BDC,12:00:00,Beg Broadway Jazz,Sue Samuels,none,2024-04-04,Theater
BDC,12:00:00,Adv Beg Ballet,Dorit Koppel,none,2024-04-04,Ballet
BDC,12:00:00,Beg Tap,Jill Kenney,none,2024-04-04,Tap
Gibney,12:00:00,Countertechnique,Madison Elliott,none,2024-04-04,Additional Disciplines
BDC,12:00:00,Beg House,Huu Rock,none,2024-04-04,Street/Choreography
Steps,12:00:00,Basic Tap,Christina Carminucci,none,2024-04-04,Tap
Gibney,12:00:00,Contemp Forms,Nicole von Arx,none,2024-04-04,Contemporary/Modern
BDC,12:00:00,Int Adv Fuel Fitness,Samm Hewes,none,2024-04-04,Additional Disciplines
BDC,12:00:00,Int Theater,Tanner Lane (4),none,2024-04-04,Theater
Gibney,12:30:00,Zena Rommett Floor-Barre At 280,Jodi Moccia,none,2024-04-04,Ballet
Mark Morris,12:30:00,Adv Ballet,Elisa Clark *Former MMDG Dancer,none,2024-04-04,Ballet
Steps,12:30:00,Int Tap,Ja'Bowen Dixon,none,2024-04-04,Tap
Steps,12:30:00,Int Contemp,Elisabetta Minutoli,none,2024-04-04,Contemporary/Modern
Peridance,13:00:00,Adv Contemp,Max Stone,none,2024-04-04,Contemporary/Modern
Peridance,13:00:00,Int Ballet,Kate Loh,none,2024-04-04,Ballet
Ballet Arts,13:00:00,Int Ballet,Anna Fateeva,none,2024-04-04,Ballet
Steps,13:00:00,Int Theater Jazz,Courtney Darlington (4),none,2024-04-04,Theater
Steps,13:15:00,Adv/Int Theater Jazz,Alex Sanchez,none,2024-04-04,Theater
Steps,13:30:00,Pilates Mat,Diarra Cummings,none,2024-04-04,Additional Disciplines
BDC,13:30:00,Adv Beg Tap,Avital Asuleen,none,2024-04-04,Tap
BDC,13:30:00,Beg Jazz,Heather Rigg,none,2024-04-04,Jazz
BDC,13:30:00,Int Contemp,Jaclyn Walsh,none,2024-04-04,Contemporary/Modern
Steps,13:30:00,Int Ballet,Noriko Hara,none,2024-04-04,Ballet
BDC,13:30:00,All Levels Voice,Canceled Today,none,2024-04-04,Additional Disciplines
BDC,13:30:00,Basic Ballet,Dorit Koppel,none,2024-04-04,Ballet
BDC,13:30:00,Beg Hip-Hop,Ness Martinez,none,2024-04-04,Street/Choreography
Steps,13:45:00,Beg Tap,Christina Carminucci,none,2024-04-04,Tap
Gibney,14:00:00,Contemp,Lea Ved,none,2024-04-04,Contemporary/Modern
Steps,14:15:00,Int/Adv Theater Fusion,Devin Richey,none,2024-04-04,Theater
Steps,14:15:00,Adv/Beg Tap,Oren Korenblum,none,2024-04-04,Tap
Peridance,14:30:00,Int Choreo,Tomoko Ishikawa,none,2024-04-04,Street/Choreography
