Studio,Start time,Sign up,Classes,Teacher,Duration
Sass Class,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=741&classDate=9/13/2023&clsLoc=1,Sexy Stilettos®,Iryna,1 hour
Sass Class,6:10 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=646&classDate=9/13/2023&clsLoc=1,Sexy Stilettos® x Bollywood,Revati,1 hour
Sass Class,7:10 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=711&classDate=9/13/2023&clsLoc=1,Popstar Style,Mary,1 hour
Sass Class,7:20 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=441&classDate=9/13/2023&clsLoc=1,Sexy Stilettos®,David,1 hour
Sass Class,8:20 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=710&classDate=9/13/2023&clsLoc=1,Fierce Feminine® Hip-Hop,Mary,1 hour
Sass Class,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=429&classDate=9/13/2023&clsLoc=1,Reggaeton,David,1 hour
