Studio,Start time,Classes,Instructor,Sign up
ILD NYC,18:30:00,Smart | Le Sserafim Part 1,Winnie Chung,none
ILD NYC,20:00:00,Killin' It | P1Harmony Part 1,Ying Dong,none
