Studio,Start time,Classes,Instructor,Sign up
ILD NYC,18:30:00,Cake | Kard One Day,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8326&classDate=9/1/2023&clsLoc=1
ILD NYC,20:00:00,Tgif | Xg One Day,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8319&classDate=9/1/2023&clsLoc=1
