Studio,Start time,Classes,Instructor,Sign up
Brickhouse,13:30:00,Contemp Int,Rae-ann Thomas,none
Brickhouse,15:00:00,Hip Hop Int/Adv,Nick Kim,none
Brickhouse,18:00:00,Genex Private,Kelly Peters,none
Brickhouse,20:00:00,Hip Hop Adv,Chad Santiago (1),none
Brickhouse,21:30:00,Hip Hop Int/Adv,SINQUE .,none
