Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9359&classDate=3/22/2024&clsLoc=1,In-StudioNJ: EASY | LE SSERAFIM (Part 3),MJ Choi,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9303&classDate=3/22/2024&clsLoc=1,In-StudioNJ: SMART | LE SSERAFIM (Part 3),Min Seon Kim,Fort Lee Studio 1,1 hour &20 minutes
