Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19211&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Sheila Barker,Sheila Barker,Studio A,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18797&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Michaela McGowan,Michaela McGowan,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19254&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg HOUSE with Huu Rock,Huu Rock,Studio 5,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19229&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Eric Campros,alma Collective (3),Studio 4,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18856&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int BALLET with Kate Loh,Kate Loh,Studio 1,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18361&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Rashaan James II,Rashaan James II,Studio B,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19237&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Neil Schwartz,Youran Lee (4),Studio 5,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18924&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int THEATER with Skye Mattox,Skye Mattox,Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18855&classDate=3/22/2024&clsLoc=1,IN-PERSON: All Levels DANCEHALL with Korie Genius,Prince Ac (6),Studio 2,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19205&classDate=3/22/2024&clsLoc=1,IN-PERSON: Basic STREET JAZZ with Q,Q,Studio 5,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19272&classDate=3/22/2024&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19323&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,TBA (7),Studio 5,1 hour &30 minutes
