Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19286&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio 5,1 hour &30 minutes
Broadway Dance Center,9:15 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18850&classDate=3/22/2024&clsLoc=1,IN-PERSON: All Levels YOGA FLOW: STRETCH & STRENGTHEN with Alyssa Click,Alyssa Click,Studio 1,1 hour &15 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18666&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg BALLET with Michele Moreno,Michele Moreno,Studio 1,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19335&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int COMMERCIAL JAZZ with Mike Baerga,Mike Baerga,Studio 4,1 hour &30 minutes
Broadway Dance Center,11:00 am EDT,none,Ed Dept Vocal,ProSem Master,CTP,1 hour
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18689&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19263&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Amanda LaMotte,Amanda LaMotte,Studio 4,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19190&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19244&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 5,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19276&classDate=3/22/2024&clsLoc=1,IN-PERSON: Basic BALLET with Joy Karley,Joy Karley,Studio 4,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18115&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18234&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg BROADWAY TAP with Deanna Doyle,Eliah James Furlong (2),Studio B,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18704&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,none,Ed Dept TEPPER MIDTERM*,Andrew Wilson,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18715&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Dorit Koppel,Studio 1,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19225&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Ali Koinoglou,Brayden Singley (5),Studio 4,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19173&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19271&classDate=3/22/2024&clsLoc=1,IN-PERSON: Basic JUMPS AND TURNS with Stacie Webster,Stacie Webster,Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18936&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg TAP with Mike Camire,Mike Camire,Studio B,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18859&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg THEATER with Joey Tierno,Joey Tierno,Studio 2,1 hour &30 minutes
Broadway Dance Center,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19174&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour &30 minutes
Broadway Dance Center,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18559&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg LYRICAL with Emily Bufferd,Emily Bufferd,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18854&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Madison Hilligoss,Madison Hilligoss,Studio B,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19282&classDate=3/22/2024&clsLoc=1,IN-PERSON: Beg HIP-HOP with AntBoogie,AntBoogie,Studio 5,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19048&classDate=3/22/2024&clsLoc=1,IN-PERSON: Int THEATER with Tanner Lane,Tanner Lane,Studio A,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,none,Ed Dept Vocal,ProSem Master,CTP,1 hour
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18678&classDate=3/22/2024&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Jeremy Duvall (1),Studio A,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18114&classDate=3/22/2024&clsLoc=1,IN-PERSON: Basic TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
