Studio,Time,Classes,Instructor,Sign up,Date,Style
Steps,09:00:00,Int Ballet,Michelle Cave,none,2024-02-06,Ballet
BDC,09:00:00,Basic Contemp,Lorena Cobos,none,2024-02-06,Contemporary/Modern
BDC,09:00:00,Basic Theater,Melodye Redding,none,2024-02-06,Theater
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-02-06,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-02-06,Additional Disciplines
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-02-06,Ballet
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-02-06,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-02-06,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-02-06,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Alex Clayton (2),none,2024-02-06,Contemporary/Modern
Gibney,10:00:00,Ballet,Aaron Loux,none,2024-02-06,Ballet
BAE,10:00:00,Basic Beg Ballet,Selina Chau,none,2024-02-06,Ballet
Gibney,10:00:00,Countertechnique,Francesca Dominguez,none,2024-02-06,Additional Disciplines
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-02-06,Ballet
Peridance,10:00:00,Int Contemp Release,Wesley Ensminger,none,2024-02-06,Contemporary/Modern
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-02-06,Additional Disciplines
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-02-06,Ballet
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-02-06,Ballet
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,none,2024-02-06,Ballet
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-02-06,Ballet
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-02-06,Contemporary/Modern
BDC,10:30:00,Adv Beg Tap,Dre Torres,none,2024-02-06,Tap
BDC,10:30:00,Beg Ballet,Erica Ratkovicz (1),none,2024-02-06,Ballet
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-02-06,Theater
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2024-02-06,Ballet
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,none,2024-02-06,Additional Disciplines
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-02-06,Ballet
