Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Adv Beg BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio A,1 hour &30 minutes
Broadway Dance Center,11:00 am EST,none,IN-PERSON: Adv Beg THEATER with Natalie Malotke,Natalie Malotke,Studio 3,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18539&classDate=11/25/2023&clsLoc=1,IN-PERSON: Basic BALLET with Jessica Epting,Jessica Epting,Studio A,1 hour &30 minutes
Broadway Dance Center,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18722&classDate=11/25/2023&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY with Vivake Khamsingsavath,Vivake Khamsingsavath,Studio 4,1 hour &30 minutes
Broadway Dance Center,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18619&classDate=11/25/2023&clsLoc=1,IN-PERSON: Int THEATER with Marc Kimelman,Marc Kimelman,Studio 5,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18126&classDate=11/25/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 5,1 hour &30 minutes
Broadway Dance Center,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18624&classDate=11/25/2023&clsLoc=1,IN-PERSON: All Levels YOGA FLOW: STRETCH & STRENGTHEN with Alyssa Click,Alyssa Click,Studio 4,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18736&classDate=11/25/2023&clsLoc=1,IN-PERSON: Basic BALLET with Cara Leggio,Cara Leggio,Studio A,1 hour &30 minutes
Broadway Dance Center,3:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18606&classDate=11/25/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Harry Francis,Harry Francis,Studio 3,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18472&classDate=11/25/2023&clsLoc=1,IN-PERSON: Basic TAP with Oren Korenblum,Oren Korenblum,Studio B,1 hour &30 minutes
Broadway Dance Center,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18214&classDate=11/25/2023&clsLoc=1,IN-PERSON: Beg BALLET with Erica Ratkovicz,Luis Villar (1),Studio 4,1 hour &30 minutes
