Studio,Start time,Sign up,Classes,Instructor
Modega,1:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/4jjsvNtlEwE60UVGwQyv,Int./Adv. Choreography,Jason Diaz
Modega,2:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/r1fhMGAQkVfF7StTLlXu,All Levels Popping,Castro
Modega,6:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/fdqE91h2APDNfARAkGxI,All Levels Vogue Femme,Saki
