Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12838&classDate=12/10/2023&clsLoc=1,Adult Open Contemporary with Leah Wilks at 280,Leah Wilks,Gibney 280: Studio U,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13019&classDate=12/10/2023&clsLoc=1,Contemporary with Maleek Washington at 280,Maleek Washington,Gibney 280: Studio U,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12835&classDate=12/10/2023&clsLoc=1,Contemporary/Simonson with Diane McCarthy at 280,Diane McCarthy,Gibney 280: Studio C,2 hours
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12841&classDate=12/10/2023&clsLoc=1,Floorwork Basics with Dava Huesca at 280,Dava Huesca,Gibney 280: Studio X,1 hour &45 minutes
