Studio,Start time,Classes,Instructor,Sign up
Modega,18:30:00,All Levels Krump,Brian Hallow Dreamz,https://sutrapro.com/modega/checkout/QpiQbRe3SEsP4WXCXx1s
Modega,18:30:00,Int./Adv. Choreo,Darien Van Rensalier,https://sutrapro.com/modega/checkout/5Q096fSKaflw7SG6imtT
Modega,20:00:00,All Levels Waving,Mr. Ocean,https://sutrapro.com/modega/checkout/Pm3iNpDQ1VvVruA6HxUt
Modega,20:00:00,Int./Adv. Choreo,Bo Belza,https://sutrapro.com/modega/checkout/eKB9c9KyM3TEwinkYT11
Modega,21:30:00,Open Floorwork Session,PLAYDO & Kevin Guardia,https://sutrapro.com/modega/checkout/B3o5umPJYvc8lyjt2H07
