Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am  EST,none,Virtual 90 Int Ballet,Cave,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EST,none,Virtual 90 Int/Adv Pro Ballet,"Kaufman, L. (1)",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:00 am  EST,none,Virtual 90 Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,10:30 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082346&classDate=11/7/2023&clsLoc=1,Virtual 90 Rommett Floor Barre,Wesley,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084562&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv/Beg Ballet,Kemezis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv Pro Ballet,Bielski,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083048&classDate=11/7/2023&clsLoc=1,Virtual 90 Int Ballet,Hara,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:15 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087172&classDate=11/7/2023&clsLoc=1,Virtual 90 Int Ballet,Loh (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085313&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv/Int Ballet,Giljane,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:45 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083050&classDate=11/7/2023&clsLoc=1,Virtual 90 Beg/Int Ballet,Hara (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087999&classDate=11/7/2023&clsLoc=1,Virtual 90 Int Contemporary,Minutoli,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088279&classDate=11/7/2023&clsLoc=1,Virtual 90 Int/Adv Contemporary,"Lombardi, J.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:45 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087807&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv/Int Jazz Fusion,Wendle,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088074&classDate=11/7/2023&clsLoc=1,Virtual 90 Int Jazz Across the Floor,Swanson,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084788&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv/Int Jazz,Cornish (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088146&classDate=11/7/2023&clsLoc=1,Virtual 90 Int Jazz,Lynady,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,5:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087998&classDate=11/7/2023&clsLoc=1,Virtual 90 Beg/Int Commercial Jazz,Gold,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088093&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv/Beg Jazz,"Wilson, Debbie",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088206&classDate=11/7/2023&clsLoc=1,Virtual Spotlight: Adv/Int Contemporary,Thedinga,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083820&classDate=11/7/2023&clsLoc=1,Virtual 90 Open Street Styles,"Smith, C.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,8:15 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085382&classDate=11/7/2023&clsLoc=1,Virtual 90 Open Heels,Sauls,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147083133&classDate=11/7/2023&clsLoc=1,Virtual 60 Pilates Mat,Cummings,Steps on Broadway,1 hour
Steps on Broadway,7:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147084480&classDate=11/7/2023&clsLoc=1,Virtual 60 Cardio Dance,Ashleigh,Steps on Broadway,1 hour
Steps on Broadway,7:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087339&classDate=11/7/2023&clsLoc=1,Virtual 60 Adv/Beg Swing,Weisbond,Steps on Broadway,1 hour
Steps on Broadway,11:00 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084705&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv/Beg Broadway Tap,Black,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082348&classDate=11/7/2023&clsLoc=1,Virtual 90 Int Tap,Carminucci,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084706&classDate=11/7/2023&clsLoc=1,Virtual 90 Beg Broadway Tap,Black,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:45 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088195&classDate=11/7/2023&clsLoc=1,Virtual 90 Int/Adv Tap,"Manzari, J.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083919&classDate=11/7/2023&clsLoc=1,Virtual 90 Adv/Beg Tap,MacDonald,Steps on Broadway,1 hour & 30 minutes
