Studio,Start time,,Classes,Teacher,Room,Duration
Ballet Arts,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2374&classDate=4/25/2024&clsLoc=1,VIRTUAL: OPEN LEVEL BALLET,John H Pickup (2),Ballet Arts Virtual - 2,1 hour &30 minutes
Ballet Arts,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2388&classDate=4/25/2024&clsLoc=1,VIRTUAL: INTERMEDIATE Ballet,Noriko Hara,BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
Ballet Arts,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2254&classDate=4/25/2024&clsLoc=1,VIRTUAL: INTERMEDIATE Ballet,Anna Fateeva,BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
Ballet Arts,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2394&classDate=4/25/2024&clsLoc=1,VIRTUAL: ADVANCED INTERMEDIATE Ballet,François Perron,BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
Ballet Arts,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2423&classDate=4/25/2024&clsLoc=1,VIRTUAL: CONTEMPORARY with DANITA!,Danita Shaheen,Ballet Arts Virtual - 2,1 hour &30 minutes
Ballet Arts,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2272&classDate=4/25/2024&clsLoc=1,VIRTUAL: THEATER DANCE REPERTORY Class,Stephen Reed,BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
Ballet Arts,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2350&classDate=4/25/2024&clsLoc=1,VIRTUAL: BEGINNER Ballet,Richard Marsden,BALLET Arts - VIRTUAL STUDIO,1 hour &30 minutes
Ballet Arts,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2207&classDate=4/25/2024&clsLoc=1,VIRTUAL: BARRE FITNESS,Mary Beth Hansohn,BALLET Arts - VIRTUAL STUDIO,1 hour
