Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18320&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Luis Villar,Luis Villar,Studio A,1 hour &30 minutes
Broadway Dance Center,9:15 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18594&classDate=12/7/2023&clsLoc=1,IN-PERSON: All Levels MOVING MEDITATION with Mariangel Romero,Mariangel Romero,Studio 4,1 hour &15 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18200&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Jason Wise,Jason Wise,Studio 4,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18309&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP with Ness Martinez,Ness Martinez,Studio B,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18091&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18379&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg HOUSE with Huu Rock,Huu Rock,Studio 5,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18494&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int THEATER with Andrew Wilson,Andrew Wilson,Studio 4,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18397&classDate=12/7/2023&clsLoc=1,IN-PERSON: All Levels VOICE with Eric Fotre Leach,Eric Fotre Leach,Studio 4,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18095&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,none,IN-PERSON: Adv Beg JAZZ FUNK with Miles Keeney,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18229&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg BALLET with Yuka Kawazu,Yuka Kawazu,Studio 4,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18656&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Mishay Petronelli,Mishay Petronelli,Studio 5,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18245&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Chip Abbott,Chip Abbott,Studio 3,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18300&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg TAP with Katharine Pettit,Katharine Pettit,Studio B,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18286&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Bo Park,Nick Kim (3),Studio 5,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18587&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv CONTEMPORARY FUSION with Andrew Mulet,Andrew Mulet,Studio 3,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18169&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg THEATER with Elyn Collier,Elyn Collier,Studio 4,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18226&classDate=12/7/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio A,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18272&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg HEELS with Hector Lopez,Hector Lopez,Studio 3,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18793&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with alma Collective,alma Collective,Studio 4,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18804&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY with Alexa Luke,Alexa Luke,Studio A,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18437&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Yusaku Komori,Yusaku Komori,Studio 5,1 hour &30 minutes
Broadway Dance Center,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18467&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Jenifer Dillow,Jenifer Dillow,Studio 3,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18726&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 3,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,none,IN-PERSON: Basic TAP with Ali Dietz,Canceled Today,none,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18147&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int BALLET with Jamie Salmon,Jamie Salmon,Studio A,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18493&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg BROADWAY JAZZ with Sue Samuels,Sue Samuels,Studio 3,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18113&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18337&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Avital Asuleen,Avital Asuleen,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18093&classDate=12/7/2023&clsLoc=1,IN-PERSON: Basic BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18100&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio 5,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18304&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Marjorie Failoni,Sarah Juliet Shaw (1),Studio 3,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18265&classDate=12/7/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Blue,Blue,Studio A,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18203&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int TAP with April Cook,Josh Israel (2),Studio B,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18261&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18258&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int BALLET with Benjamin Briones,Benjamin Briones,Studio 4,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18588&classDate=12/7/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18213&classDate=12/7/2023&clsLoc=1,IN-PERSON: Basic BALLET with Erica Ratkovicz,Deanna Doyle (4),Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18344&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int Adv TAP with Derek Roland,Derek Roland,Studio B,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18455&classDate=12/7/2023&clsLoc=1,IN-PERSON: All Levels POPPING FOUNDATIONS with Ms Vee,Big Mike (5),Studio B,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18197&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Deshawn Da Prince,Studio 5,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18764&classDate=12/7/2023&clsLoc=1,IN-PERSON: All Levels STAGE TUMBLING with Anna Gortner,Anna Gortner,Studio 4,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18860&classDate=12/7/2023&clsLoc=1,IN-PERSON: Int Adv HEELS with Kayla Maria G,Kayla Maria G,Studio 3,1 hour &30 minutes
