Studio,Start time,Classes,Instructor,Sign up
Peridance,09:30:00,Open Ballet,Cancelled Today,none
Peridance,10:00:00,Adv Ballet,Igal Perry,none
Peridance,10:00:00,Int Contemp,Jordan Ryder,none
Peridance,10:00:00,Open Simonson Jazz,Leann Gioia,none
Peridance,11:30:00,Adv Contemp,Elisabetta Minutoli,none
Peridance,11:30:00,Beg Ballet,Martha Chapman,none
Peridance,11:30:00,Open Emergent Improvisation,Alexis Vinzons (1),none
Peridance,12:00:00,Open Yoga,Sarah Iguchi,none
Peridance,13:00:00,Adv Perforce Groove,Cancelled Today,none
Peridance,13:00:00,Int Ballet,Roya Carreras (2),none
Peridance,13:00:00,Int Contemp,Chris Ralph (3),none
Peridance,13:00:00,Open Pilates,Yuki Hasegawa,none
Peridance,14:30:00,Adv Contemp | Guest Class,Oliver Steele,none
Peridance,14:30:00,Beg Graham,Caterina Rago,none
Peridance,14:30:00,Open House,Ejoe Wilson,none
Peridance,16:00:00,Beg Found Of Hip Hop,TweetBoogie _,none
Peridance,16:00:00,Int Theater,Diego Funes,none
Peridance,17:30:00,Adv Comm Hip Hop,Joshua Johnson,none
Peridance,17:30:00,Int Contemp,Catie Leasca,none
Peridance,19:00:00,Adv Choreo,Masumi Kambayashi (4),none
Peridance,19:15:00,Beg Ballet,Cancelled Today,none
Peridance,19:15:00,Beg Hip Hop,Hurrikane _,none
Peridance,19:15:00,Beg Salsa Partnering,Ahtoy Juliana,none
Peridance,20:30:00,Int Afrobeats,Omari Wiles,none
