Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Shhh | Kiss Of Life Part 4,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8199&classDate=8/21/2023&clsLoc=1
ILD NJ,19:30:00,Super Shy | Newjeans Part 4,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8206&classDate=8/21/2023&clsLoc=1
