Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Basic Contemp,Lorena Cobos,none,2023-11-28,Contemporary/Modern
Steps,09:00:00,Int Ballet,Cave,none,2023-11-28,Ballet
BDC,09:00:00,Basic Theater,Melodye Redding,none,2023-11-28,Theater
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2023-11-28,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2023-11-28,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2023-11-28,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2023-11-28,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),none,2023-11-28,Ballet
BAE,10:00:00,Basic Beg Ballet,Selina Chau,none,2023-11-28,Ballet
Gibney,10:00:00,Contemp Playground,Shane Larson,none,2023-11-28,Contemporary/Modern
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2023-11-28,Ballet
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2023-11-28,Additional Disciplines
Gibney,10:00:00,Countertechnique,Francesca Dominguez,none,2023-11-28,Additional Disciplines
Peridance,10:00:00,Int Contemp Release,Wesley Ensminger,none,2023-11-28,Contemporary/Modern
Gibney,10:00:00,Ballet,Gilbert T Small II,none,2023-11-28,Ballet
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,none,2023-11-28,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2023-11-28,Ballet
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,none,2023-11-28,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Annmaria Mazzini (2),none,2023-11-28,Contemporary/Modern
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2023-11-28,Theater
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2023-11-28,Ballet
BDC,10:30:00,Beg Ballet,Cara Leggio (1),none,2023-11-28,Ballet
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2023-11-28,Contemporary/Modern
Steps,10:30:00,Rommett Floor Barre,Wesley,none,2023-11-28,Ballet
