Studio,Start time,,Classes,Teacher,Duration
Sass Class,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=33&classId=402&classDate=3/4/2024&clsLoc=1,LIVESTREAM | Sass Foundations: Sexy Stilettos®,Mary (1),1 hour
Sass Class,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=33&classId=445&classDate=3/4/2024&clsLoc=1,LIVESTREAM | Sexy Stilettos®,Revati (2),1 hour
