Studio,Start time,Classes,Instructor,Sign up
Peridance,09:00:00,Beg Ballet,Bivi Kimura,none
Peridance,10:30:00,Beg Contemp,Bo Kyung Lee,none
Peridance,10:30:00,Int Ballet,Graciela Kozak,none
Peridance,12:00:00,Beg House,Huu Rock,none
Peridance,12:00:00,Int Ballet,François Perron,none
Peridance,12:00:00,Intro & Beg Salsa Partnering,Baila Society,none
Peridance,12:30:00,Open Afrobeats,Djoniba Mouflet,none
Peridance,13:30:00,Int Contemp,Jana Hicks,none
Peridance,13:30:00,Int Jazz,Danielle Diniz (1),none
Peridance,13:30:00,Intro & Beg Salsa Partnering,Baila Society,none
Peridance,13:30:00,Open Dancehall,Korie Genius,none
Peridance,14:00:00,Beg African,Djoniba Mouflet,none
Peridance,15:00:00,Adv Contemp,Mathew James,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5427&classDate=10/14/2023&clsLoc=1
Peridance,15:00:00,Beg Ballet,Julia Gleich,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6269&classDate=10/14/2023&clsLoc=1
Peridance,15:00:00,Int Choreo,Bo Belza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6758&classDate=10/14/2023&clsLoc=1
Peridance,15:30:00,Adv African,Maguette Camara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5683&classDate=10/14/2023&clsLoc=1
Peridance,16:30:00,"""The Vocab!"" Street Style Choreo",Kia __ (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6773&classDate=10/14/2023&clsLoc=1
Peridance,16:30:00,Open New Style Hustle,Cancelled Today,none
Peridance,17:00:00,Open Brazilian Samba,Cecilia Lero,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6313&classDate=10/14/2023&clsLoc=1
