Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,5:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8621&classDate=6/17/2024&clsLoc=1,In-StudioQ: Kids Kpop (8 - 12 years old),Christina Ryu,Flushing,1 hour
ILoveDance,6:50 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9877&classDate=6/17/2024&clsLoc=1,In-StudioQ: Supernova | aespa (Part 3),Eunice Shin,Flushing,1 hour &20 minutes
ILoveDance,8:10 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9748&classDate=6/17/2024&clsLoc=1,In-StudioQ: All Levels Choreography,Christina Ryu,Flushing,1 hour &20 minutes
