Studio,Start time,,Classes,Teacher,Duration
The Femmily (Female Only),6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=9&classDate=6/17/2024&clsLoc=1,Frame Up,Irina V.,1 hour
The Femmily (Female Only),6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=195&classDate=6/17/2024&clsLoc=1,High Heels Base,Taya Y.,1 hour
The Femmily (Female Only),7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=36&classId=212&classDate=6/17/2024&clsLoc=1,Exotic Pole Dance,Dolce C.,1 hour
The Femmily (Female Only),7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=50&classDate=6/17/2024&clsLoc=1,High Heels,Irina V.,1 hour
The Femmily (Female Only),7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=187&classDate=6/17/2024&clsLoc=1,Street Style,Taya Y.,1 hour
The Femmily (Female Only),8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=218&classDate=6/17/2024&clsLoc=1,Stretching,Taya Y.,1 hour
The Femmily (Female Only),8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=213&classDate=6/17/2024&clsLoc=1,Twerk,Dolce C.,1 hour
