Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,8:30 am EDT,none,STP Closed Master Class,Summer TP Ed Dept,Studio 5,1 hour &30 minutes
Broadway Dance Center,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19860&classDate=6/17/2024&clsLoc=1,IN-PERSON: Int BALLET with Erica Ratkovicz,Erica Ratkovicz,Studio 1,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19838&classDate=6/17/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Shane Hall,Shane Hall,Studio 4,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19594&classDate=6/17/2024&clsLoc=1,IN-PERSON: Beg BALLET with Michele Moreno,Michele Moreno,Studio 1,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19691&classDate=6/17/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Phil Orsano,Nicole Wells (2),Studio A,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19485&classDate=6/17/2024&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Tracie Stanfield,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19828&classDate=6/17/2024&clsLoc=1,IN-PERSON: Int JAZZ with Dougie Robbins,Dougie Robbins,Studio 4,1 hour &30 minutes
Broadway Dance Center,12:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19644&classDate=6/17/2024&clsLoc=1,IN-PERSON: Beg THEATER with Ian Klein,Daniel Booda (3),Studio 2,1 hour &30 minutes
Broadway Dance Center,1:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19762&classDate=6/17/2024&clsLoc=1,IN-PERSON: Basic TAP with Brent McBeth,TBA (4),Studio B,1 hour &30 minutes
Broadway Dance Center,1:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19459&classDate=6/17/2024&clsLoc=1,IN-PERSON: Int THEATER with Lizz Picini,Isaiah Silvia-Chandley (5),Studio 1,1 hour &30 minutes
Broadway Dance Center,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19694&classDate=6/17/2024&clsLoc=1,IN-PERSON: Basic HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 5,1 hour &30 minutes
Broadway Dance Center,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19461&classDate=6/17/2024&clsLoc=1,IN-PERSON: Adv Beg BALLET with Deanna Doyle,Laura Kaufman (6),Studio 1,1 hour &30 minutes
Broadway Dance Center,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19859&classDate=6/17/2024&clsLoc=1,IN-PERSON: Beg MECHANICS OF TAP with Ja'Bowen Dixon,Ja'Bowen Dixon,Studio B,1 hour &30 minutes
Broadway Dance Center,3:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19482&classDate=6/17/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Tanner Lane,Tanner Lane,Studio 3,1 hour &30 minutes
Broadway Dance Center,3:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19816&classDate=6/17/2024&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with David Thomas,Kenneth Herrera (7),Studio 5,1 hour &30 minutes
Broadway Dance Center,5:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19514&classDate=6/17/2024&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Dorit Koppel,Studio 1,1 hour &30 minutes
Broadway Dance Center,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19609&classDate=6/17/2024&clsLoc=1,IN-PERSON: Beg STREET STYLES with J Lyn,J Lyn,Studio 2,1 hour &30 minutes
Broadway Dance Center,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19674&classDate=6/17/2024&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Blue,Blue,Studio 3,1 hour &30 minutes
Broadway Dance Center,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19456&classDate=6/17/2024&clsLoc=1,IN-PERSON: Adv Beg THEATER with Elyn Collier,Tiger Brown (9),Studio 1,1 hour &30 minutes
Broadway Dance Center,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19638&classDate=6/17/2024&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour &30 minutes
Broadway Dance Center,7:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19707&classDate=6/17/2024&clsLoc=1,IN-PERSON: Beg COMMERCIAL JAZZ with Debbie Wilson,Debbie Wilson,Studio 3,1 hour &30 minutes
