Studio,Start time,,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,9:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7372&classDate=6/17/2024&clsLoc=1,Adv Beg Ballet,Greg Zane,none,none,none,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5899&classDate=6/17/2024&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Raisa Umanskaya,none,none,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6726&classDate=6/17/2024&clsLoc=1,Inter Contemporary,Jordan Ryder | RYDERDANCE,none,none,none,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5497&classDate=6/17/2024&clsLoc=1,Adv Contemporary,Elisabetta Minutoli,none,none,none,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7531&classDate=6/17/2024&clsLoc=1,Beg Ballet,Shimon Ito,none,none,none,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6785&classDate=6/17/2024&clsLoc=1,Open Emergent Improvisation,Uila Marx (1),none,none,none,1 hour &30 minutes
Peridance,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=7157&classDate=6/17/2024&clsLoc=1,Open Yoga,Sarah Iguchi,none,none,none,1 hour
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7314&classDate=6/17/2024&clsLoc=1,Adv Choreography,Esosa Oviasu,none,none,none,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5500&classDate=6/17/2024&clsLoc=1,Inter Ballet,Nikki Holck (2),Raisa Umanskaya,none,none,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7160&classDate=6/17/2024&clsLoc=1,Inter Contemporary,Gina Menichino,none,none,none,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6229&classDate=6/17/2024&clsLoc=1,Open Pilates,Yuki Hasegawa,none,none,none,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6718&classDate=6/17/2024&clsLoc=1,Beg Graham,Caterina Rago,none,none,none,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7186&classDate=6/17/2024&clsLoc=1,Inter Contemporary Floorwork,Jessica Smith | DUAL RIVET (3),none,none,none,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5400&classDate=6/17/2024&clsLoc=1,Open House,Ejoe Wilson,none,none,none,1 hour &30 minutes
Peridance,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6764&classDate=6/17/2024&clsLoc=1,Beg Foundations of Hip Hop,TweetBoogie _,none,none,none,1 hour &30 minutes
Peridance,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7425&classDate=6/17/2024&clsLoc=1,Inter Countertechnique®,Madison Elliott (4),none,none,none,1 hour &30 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7593&classDate=6/17/2024&clsLoc=1,Adv Commercial Hip Hop,Joshua Johnson,none,none,none,1 hour &30 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6831&classDate=6/17/2024&clsLoc=1,Inter Contemporary,Catie Leasca,none,none,none,1 hour &30 minutes
Peridance,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=7378&classDate=6/17/2024&clsLoc=1,Adv Beg Ballet,Greg Zane,none,none,none,1 hour &30 minutes
Peridance,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5395&classDate=6/17/2024&clsLoc=1,Adv Choreography,Roy Garzon (5),none,none,none,1 hour &30 minutes
Peridance,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=7377&classDate=6/17/2024&clsLoc=1,Beg Salsa Partnering,Ahtoy Juliana | BAILA Society,none,none,none,1 hour &30 minutes
Peridance,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6791&classDate=6/17/2024&clsLoc=1,Inter Afrobeats,Omari Wiles,none,none,none,1 hour &30 minutes
Peridance,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7576&classDate=6/17/2024&clsLoc=1,Open Krump Session,TwiceLight __,none,none,none,1 hour &30 minutes
Peridance,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7564&classDate=6/17/2024&clsLoc=1,Open Reggaeton,"Jonathan ""Shwing"" Peña",none,none,none,1 hour &30 minutes
