Studio,Start time,Classes,Instructor,Sign up
ILD NYC,18:30:00,Eenie Meenie | Chung Ha Part 1,MJ Choi,none
ILD NYC,20:00:00,Tap | Taeyong Part 1,Ying Dong,none
