Studio,Start time,Classes,Instructor,Sign up
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none
BAE,10:00:00,Intro To Ballet,William Waldinger,none
BAE,10:30:00,Beg Ballet,Shirley Bassat,none
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,none
BAE,11:30:00,Adv Beg Ballet,Ginger Thatcher (1),none
BAE,12:00:00,Int Ballet,Justin Sherwood,none
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none
BAE,18:00:00,Int Ballet,Ginger Thatcher,none
BAE,18:15:00,Basic Beg Ballet,Brigid Boden (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7940&classDate=10/2/2023&clsLoc=1
BAE,19:15:00,Intro To Ballet,Estelle Botella,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7927&classDate=10/2/2023&clsLoc=1
BAE,19:15:00,Basic Beg Ballet,Anne Kelly,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7941&classDate=10/2/2023&clsLoc=1
BAE,19:30:00,Adv Beg Ballet,Maximilien Baud,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7971&classDate=10/2/2023&clsLoc=1
BAE,19:30:00,Beg Ballet,Ginger Thatcher,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7955&classDate=10/2/2023&clsLoc=1
BAE,19:45:00,Stretch & Strengthen,Hannah Littman (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7917&classDate=10/2/2023&clsLoc=1
