Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7989&classDate=12/10/2023&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Ginger Thatcher,none,none,1 hour &30 minutes
Ballet Academy East,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7914&classDate=12/10/2023&clsLoc=1,LIVE-STREAM Mat Pilates Class,Courtney Conner,none,none,1 hour
Ballet Academy East,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8005&classDate=12/10/2023&clsLoc=1,LIVE-STREAM Intermediate Ballet,Ginger Thatcher,none,none,1 hour &30 minutes
Ballet Academy East,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7953&classDate=12/10/2023&clsLoc=1,LIVE-STREAM Basic Beginner Ballet,Sean Kelly,none,none,1 hour &30 minutes
