Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/bzm7aWVPPchP1V7xUkEj,All Levels Krump,Brian Hallow Dreamz
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/IHuKT50SAPFoRSDAR5Eu,Int./Adv. Choreography,Darien Van Rensalier
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/STw3nKcXSqW3MN90XSFe,"Shapes, Lines, & Flow",Kevin Chen
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/F5mRtGn1yPkZomo1FT3n,Int./Adv. Choreography,Bo Belza
